"","Site","Year","Section","site_year","site_sec","Observer","count","Bin","distance","Temperatura","Vent","Cel","Pluja","Visibilitat"
"5072",4,2017,2,"4_2017","4_2",102,1,"2",62.5,3,1,2,1,1
"29",4,2017,3,"4_2017","4_3",102,1,"1",12.5,3,1,2,1,1
"5073",4,2017,3,"4_2017","4_3",102,1,"2",62.5,3,1,2,1,1
"5074",4,2017,3,"4_2017","4_3",102,1,"2",62.5,3,1,2,1,1
"5075",4,2017,3,"4_2017","4_3",102,1,"2",62.5,3,1,2,1,1
"30",4,2017,4,"4_2017","4_4",102,1,"1",12.5,3,1,2,1,1
"5076",4,2017,4,"4_2017","4_4",102,1,"2",62.5,3,1,2,1,1
"17321",4,2017,5,"4_2017","4_5",102,0,NA,NA,3,1,2,1,1
"5077",4,2017,6,"4_2017","4_6",102,1,"2",62.5,3,1,2,1,1
"5078",4,2017,6,"4_2017","4_6",102,1,"2",62.5,3,1,2,1,1
"5079",4,2017,6,"4_2017","4_6",102,1,"2",62.5,3,1,2,1,1
"5080",4,2018,1,"4_2018","4_1",102,1,"2",62.5,3,2,3,1,1
"17326",4,2018,2,"4_2018","4_2",102,0,NA,NA,3,2,3,1,1
"5081",4,2018,3,"4_2018","4_3",102,1,"2",62.5,3,2,3,1,1
"17328",4,2018,4,"4_2018","4_4",102,0,NA,NA,3,2,3,1,1
"17329",4,2018,5,"4_2018","4_5",102,0,NA,NA,3,2,3,1,1
"5082",4,2018,6,"4_2018","4_6",102,1,"2",62.5,3,2,3,1,1
"5083",4,2018,6,"4_2018","4_6",102,1,"2",62.5,3,2,3,1,1
"5084",4,2018,6,"4_2018","4_6",102,1,"2",62.5,3,2,3,1,1
"5085",4,2018,6,"4_2018","4_6",102,1,"2",62.5,3,2,3,1,1
"5086",4,2018,6,"4_2018","4_6",102,1,"2",62.5,3,2,3,1,1
"5087",4,2018,6,"4_2018","4_6",102,1,"2",62.5,3,2,3,1,1
"5088",4,2018,6,"4_2018","4_6",102,1,"2",62.5,3,2,3,1,1
"5089",4,2018,6,"4_2018","4_6",102,1,"2",62.5,3,2,3,1,1
"5090",4,2018,6,"4_2018","4_6",102,1,"2",62.5,3,2,3,1,1
"5091",4,2019,1,"4_2019","4_1",102,1,"2",62.5,3,2,1,1,1
"17340",4,2019,2,"4_2019","4_2",102,0,NA,NA,3,2,1,1,1
"31",4,2019,3,"4_2019","4_3",102,1,"1",12.5,3,2,1,1,1
"17342",4,2019,4,"4_2019","4_4",102,0,NA,NA,3,2,1,1,1
"17343",4,2019,5,"4_2019","4_5",102,0,NA,NA,3,2,1,1,1
"5092",4,2019,6,"4_2019","4_6",102,1,"2",62.5,3,2,1,1,1
"5093",4,2019,6,"4_2019","4_6",102,1,"2",62.5,3,2,1,1,1
"5094",4,2019,6,"4_2019","4_6",102,1,"2",62.5,3,2,1,1,1
"5095",4,2019,6,"4_2019","4_6",102,1,"2",62.5,3,2,1,1,1
"5096",4,2020,1,"4_2020","4_1",102,1,"2",62.5,3,1,3,1,1
"5097",4,2020,1,"4_2020","4_1",102,1,"2",62.5,3,1,3,1,1
"5098",4,2020,2,"4_2020","4_2",102,1,"2",62.5,3,1,3,1,1
"17351",4,2020,3,"4_2020","4_3",102,0,NA,NA,3,1,3,1,1
"17352",4,2020,4,"4_2020","4_4",102,0,NA,NA,3,1,3,1,1
"17353",4,2020,5,"4_2020","4_5",102,0,NA,NA,3,1,3,1,1
"5099",4,2020,6,"4_2020","4_6",102,1,"2",62.5,3,1,3,1,1
"5100",4,2020,6,"4_2020","4_6",102,1,"2",62.5,3,1,3,1,1
"5101",4,2020,6,"4_2020","4_6",102,1,"2",62.5,3,1,3,1,1
"5102",4,2020,6,"4_2020","4_6",102,1,"2",62.5,3,1,3,1,1
"5103",4,2020,6,"4_2020","4_6",102,1,"2",62.5,3,1,3,1,1
"5104",4,2020,6,"4_2020","4_6",102,1,"2",62.5,3,1,3,1,1
"17360",4,2021,1,"4_2021","4_1",102,0,NA,NA,3,2,1,1,1
"32",4,2021,2,"4_2021","4_2",102,1,"1",12.5,3,2,1,1,1
"33",4,2021,2,"4_2021","4_2",102,1,"1",12.5,3,2,1,1,1
"34",4,2021,3,"4_2021","4_3",102,1,"1",12.5,3,2,1,1,1
"5105",4,2021,3,"4_2021","4_3",102,1,"2",62.5,3,2,1,1,1
"17365",4,2021,4,"4_2021","4_4",102,0,NA,NA,3,2,1,1,1
"17366",4,2021,5,"4_2021","4_5",102,0,NA,NA,3,2,1,1,1
"5106",4,2021,6,"4_2021","4_6",102,1,"2",62.5,3,2,1,1,1
"20320",5,2010,1,"5_2010","5_1",512,0,NA,NA,4,2,2,1,1
"20321",5,2010,2,"5_2010","5_2",512,0,NA,NA,4,2,2,1,1
"20322",5,2010,3,"5_2010","5_3",512,0,NA,NA,4,2,2,1,1
"5107",5,2010,4,"5_2010","5_4",512,1,"2",62.5,4,2,2,1,1
"5108",5,2010,4,"5_2010","5_4",512,1,"2",62.5,4,2,2,1,1
"5109",5,2010,4,"5_2010","5_4",512,1,"2",62.5,4,2,2,1,1
"20326",5,2010,5,"5_2010","5_5",512,0,NA,NA,4,2,2,1,1
"20327",5,2010,6,"5_2010","5_6",512,0,NA,NA,4,2,2,1,1
"20328",5,2014,1,"5_2014","5_1",512,0,NA,NA,3,2,1,1,1
"20329",5,2014,2,"5_2014","5_2",512,0,NA,NA,3,2,1,1,1
"20330",5,2014,3,"5_2014","5_3",512,0,NA,NA,3,2,1,1,1
"20331",5,2014,4,"5_2014","5_4",512,0,NA,NA,3,2,1,1,1
"20332",5,2014,5,"5_2014","5_5",512,0,NA,NA,3,2,1,1,1
"20333",5,2014,6,"5_2014","5_6",512,0,NA,NA,3,2,1,1,1
"20334",5,2017,1,"5_2017","5_1",1634,0,NA,NA,4,1,1,1,1
"35",5,2017,2,"5_2017","5_2",1634,1,"1",12.5,4,1,1,1,1
"36",5,2017,2,"5_2017","5_2",1634,1,"1",12.5,4,1,1,1,1
"37",5,2017,3,"5_2017","5_3",1634,1,"1",12.5,4,1,1,1,1
"5110",5,2017,3,"5_2017","5_3",1634,1,"2",62.5,4,1,1,1,1
"5111",5,2017,3,"5_2017","5_3",1634,1,"2",62.5,4,1,1,1,1
"5112",5,2017,3,"5_2017","5_3",1634,1,"2",62.5,4,1,1,1,1
"5113",5,2017,3,"5_2017","5_3",1634,1,"2",62.5,4,1,1,1,1
"5114",5,2017,3,"5_2017","5_3",1634,1,"2",62.5,4,1,1,1,1
"5115",5,2017,3,"5_2017","5_3",1634,1,"2",62.5,4,1,1,1,1
"5116",5,2017,3,"5_2017","5_3",1634,1,"2",62.5,4,1,1,1,1
"5117",5,2017,3,"5_2017","5_3",1634,1,"2",62.5,4,1,1,1,1
"8020",5,2017,4,"5_2017","5_4",1634,1,"3",300,4,1,1,1,1
"8021",5,2017,4,"5_2017","5_4",1634,1,"3",300,4,1,1,1,1
"8022",5,2017,4,"5_2017","5_4",1634,1,"3",300,4,1,1,1,1
"8023",5,2017,4,"5_2017","5_4",1634,1,"3",300,4,1,1,1,1
"8024",5,2017,4,"5_2017","5_4",1634,1,"3",300,4,1,1,1,1
"38",5,2017,5,"5_2017","5_5",1634,1,"1",12.5,4,1,1,1,1
"20352",5,2017,6,"5_2017","5_6",1634,0,NA,NA,4,1,1,1,1
"20353",5,2018,1,"5_2018","5_1",1634,0,NA,NA,4,1,1,1,1
"20354",5,2018,2,"5_2018","5_2",1634,0,NA,NA,4,1,1,1,1
"39",5,2018,3,"5_2018","5_3",1634,1,"1",12.5,4,1,1,1,1
"40",5,2018,3,"5_2018","5_3",1634,1,"1",12.5,4,1,1,1,1
"41",5,2018,3,"5_2018","5_3",1634,1,"1",12.5,4,1,1,1,1
"42",5,2018,4,"5_2018","5_4",1634,1,"1",12.5,4,1,1,1,1
"5118",5,2018,4,"5_2018","5_4",1634,1,"2",62.5,4,1,1,1,1
"5119",5,2018,4,"5_2018","5_4",1634,1,"2",62.5,4,1,1,1,1
"5120",5,2018,4,"5_2018","5_4",1634,1,"2",62.5,4,1,1,1,1
"5121",5,2018,4,"5_2018","5_4",1634,1,"2",62.5,4,1,1,1,1
"8025",5,2018,4,"5_2018","5_4",1634,1,"3",300,4,1,1,1,1
"8026",5,2018,4,"5_2018","5_4",1634,1,"3",300,4,1,1,1,1
"8027",5,2018,4,"5_2018","5_4",1634,1,"3",300,4,1,1,1,1
"8028",5,2018,4,"5_2018","5_4",1634,1,"3",300,4,1,1,1,1
"8029",5,2018,4,"5_2018","5_4",1634,1,"3",300,4,1,1,1,1
"8030",5,2018,4,"5_2018","5_4",1634,1,"3",300,4,1,1,1,1
"20369",5,2018,5,"5_2018","5_5",1634,0,NA,NA,4,1,1,1,1
"20370",5,2018,6,"5_2018","5_6",1634,0,NA,NA,4,1,1,1,1
"20371",5,2019,1,"5_2019","5_1",1634,0,NA,NA,3,1,2,1,1
"20372",5,2019,2,"5_2019","5_2",1634,0,NA,NA,3,1,2,1,1
"43",5,2019,3,"5_2019","5_3",1634,1,"1",12.5,3,1,2,1,1
"20374",5,2019,4,"5_2019","5_4",1634,0,NA,NA,3,1,2,1,1
"20375",5,2019,5,"5_2019","5_5",1634,0,NA,NA,3,1,2,1,1
"20376",5,2019,6,"5_2019","5_6",1634,0,NA,NA,3,1,2,1,1
"20377",5,2020,1,"5_2020","5_1",1634,0,NA,NA,3,1,1,1,1
"20378",5,2020,2,"5_2020","5_2",1634,0,NA,NA,3,1,1,1,1
"20379",5,2020,3,"5_2020","5_3",1634,0,NA,NA,3,1,1,1,1
"20380",5,2020,4,"5_2020","5_4",1634,0,NA,NA,3,1,1,1,1
"20381",5,2020,5,"5_2020","5_5",1634,0,NA,NA,3,1,1,1,1
"20382",5,2020,6,"5_2020","5_6",1634,0,NA,NA,3,1,1,1,1
"8031",5,2021,1,"5_2021","5_1",1634,1,"3",300,4,1,1,1,1
"20384",5,2021,2,"5_2021","5_2",1634,0,NA,NA,4,1,1,1,1
"20385",5,2021,3,"5_2021","5_3",1634,0,NA,NA,4,1,1,1,1
"44",5,2021,4,"5_2021","5_4",1634,1,"1",12.5,4,1,1,1,1
"20387",5,2021,5,"5_2021","5_5",1634,0,NA,NA,4,1,1,1,1
"20388",5,2021,6,"5_2021","5_6",1634,0,NA,NA,4,1,1,1,1
"24716",7,2008,1,"7_2008","7_1",1525,0,NA,NA,4,1,1,1,1
"24717",7,2008,2,"7_2008","7_2",1525,0,NA,NA,4,1,1,1,1
"24718",7,2008,3,"7_2008","7_3",1525,0,NA,NA,4,1,1,1,1
"24719",7,2008,4,"7_2008","7_4",1525,0,NA,NA,4,1,1,1,1
"24720",7,2008,5,"7_2008","7_5",1525,0,NA,NA,4,1,1,1,1
"8032",7,2008,6,"7_2008","7_6",1525,1,"3",300,4,1,1,1,1
"8033",7,2008,6,"7_2008","7_6",1525,1,"3",300,4,1,1,1,1
"8034",7,2009,1,"7_2009","7_1",1525,1,"3",300,3,1,1,1,1
"24724",7,2009,2,"7_2009","7_2",1525,0,NA,NA,3,1,1,1,1
"45",7,2009,3,"7_2009","7_3",1525,1,"1",12.5,3,1,1,1,1
"24726",7,2009,4,"7_2009","7_4",1525,0,NA,NA,3,1,1,1,1
"24727",7,2009,5,"7_2009","7_5",1525,0,NA,NA,3,1,1,1,1
"24728",7,2009,6,"7_2009","7_6",1525,0,NA,NA,3,1,1,1,1
"250100",11,2007,1,"11_2007","11_1",182,0,NA,NA,3,2,1,1,1
"251100",11,2007,2,"11_2007","11_2",182,0,NA,NA,3,2,1,1,1
"252100",11,2007,3,"11_2007","11_3",182,0,NA,NA,3,2,1,1,1
"253100",11,2007,4,"11_2007","11_4",182,0,NA,NA,3,2,1,1,1
"46",11,2007,5,"11_2007","11_5",182,1,"1",12.5,3,2,1,1,1
"47",11,2007,5,"11_2007","11_5",182,1,"1",12.5,3,2,1,1,1
"48",11,2007,5,"11_2007","11_5",182,1,"1",12.5,3,2,1,1,1
"25794",11,2007,6,"11_2007","11_6",182,0,NA,NA,3,2,1,1,1
"25810",11,2009,1,"11_2009","11_1",182,0,NA,NA,4,2,1,1,1
"25910",11,2009,2,"11_2009","11_2",182,0,NA,NA,4,2,1,1,1
"26010",11,2009,3,"11_2009","11_3",182,0,NA,NA,4,2,1,1,1
"26110",11,2009,4,"11_2009","11_4",182,0,NA,NA,4,2,1,1,1
"49",11,2009,5,"11_2009","11_5",182,1,"1",12.5,4,2,1,1,1
"26310",11,2009,6,"11_2009","11_6",182,0,NA,NA,4,2,1,1,1
"26410",11,2011,1,"11_2011","11_1",1387,0,NA,NA,4,1,1,1,1
"26510",11,2011,2,"11_2011","11_2",1387,0,NA,NA,4,1,1,1,1
"26610",11,2011,3,"11_2011","11_3",1387,0,NA,NA,4,1,1,1,1
"26710",11,2011,4,"11_2011","11_4",1387,0,NA,NA,4,1,1,1,1
"26810",11,2011,5,"11_2011","11_5",1387,0,NA,NA,4,1,1,1,1
"26910",11,2011,6,"11_2011","11_6",1387,0,NA,NA,4,1,1,1,1
"27010",11,2012,1,"11_2012","11_1",1387,0,NA,NA,4,1,1,1,1
"27110",11,2012,2,"11_2012","11_2",1387,0,NA,NA,4,1,1,1,1
"27210",11,2012,3,"11_2012","11_3",1387,0,NA,NA,4,1,1,1,1
"27310",11,2012,4,"11_2012","11_4",1387,0,NA,NA,4,1,1,1,1
"27410",11,2012,5,"11_2012","11_5",1387,0,NA,NA,4,1,1,1,1
"27510",11,2012,6,"11_2012","11_6",1387,0,NA,NA,4,1,1,1,1
"27610",11,2013,1,"11_2013","11_1",1387,0,NA,NA,4,2,1,1,1
"27710",11,2013,2,"11_2013","11_2",1387,0,NA,NA,4,2,1,1,1
"27810",11,2013,3,"11_2013","11_3",1387,0,NA,NA,4,2,1,1,1
"27910",11,2013,4,"11_2013","11_4",1387,0,NA,NA,4,2,1,1,1
"28010",11,2013,5,"11_2013","11_5",1387,0,NA,NA,4,2,1,1,1
"28110",11,2013,6,"11_2013","11_6",1387,0,NA,NA,4,2,1,1,1
"28210",11,2018,1,"11_2018","11_1",1190,0,NA,NA,3,1,3,1,1
"28310",11,2018,2,"11_2018","11_2",1190,0,NA,NA,3,1,3,1,1
"28410",11,2018,3,"11_2018","11_3",1190,0,NA,NA,3,1,3,1,1
"28510",11,2018,4,"11_2018","11_4",1190,0,NA,NA,3,1,3,1,1
"28610",11,2018,5,"11_2018","11_5",1190,0,NA,NA,3,1,3,1,1
"28710",11,2018,6,"11_2018","11_6",1190,0,NA,NA,3,1,3,1,1
"28810",11,2020,1,"11_2020","11_1",1190,0,NA,NA,3,1,1,1,1
"28910",11,2020,2,"11_2020","11_2",1190,0,NA,NA,3,1,1,1,1
"29010",11,2020,3,"11_2020","11_3",1190,0,NA,NA,3,1,1,1,1
"29110",11,2020,4,"11_2020","11_4",1190,0,NA,NA,3,1,1,1,1
"29210",11,2020,5,"11_2020","11_5",1190,0,NA,NA,3,1,1,1,1
"29310",11,2020,6,"11_2020","11_6",1190,0,NA,NA,3,1,1,1,1
"29410",11,2021,1,"11_2021","11_1",77,0,NA,NA,4,1,1,1,1
"29510",11,2021,2,"11_2021","11_2",77,0,NA,NA,4,1,1,1,1
"29610",11,2021,3,"11_2021","11_3",77,0,NA,NA,4,1,1,1,1
"29710",11,2021,4,"11_2021","11_4",77,0,NA,NA,4,1,1,1,1
"29810",11,2021,5,"11_2021","11_5",77,0,NA,NA,4,1,1,1,1
"29910",11,2021,6,"11_2021","11_6",77,0,NA,NA,4,1,1,1,1
"50",14,2007,1,"14_2007","14_1",1186,1,"1",12.5,3,2,2,1,1
"51",14,2007,1,"14_2007","14_1",1186,1,"1",12.5,3,2,2,1,1
"52",14,2007,1,"14_2007","14_1",1186,1,"1",12.5,3,2,2,1,1
"53",14,2007,1,"14_2007","14_1",1186,1,"1",12.5,3,2,2,1,1
"54",14,2007,1,"14_2007","14_1",1186,1,"1",12.5,3,2,2,1,1
"55",14,2007,1,"14_2007","14_1",1186,1,"1",12.5,3,2,2,1,1
"56",14,2007,1,"14_2007","14_1",1186,1,"1",12.5,3,2,2,1,1
"57",14,2007,1,"14_2007","14_1",1186,1,"1",12.5,3,2,2,1,1
"5122",14,2007,1,"14_2007","14_1",1186,1,"2",62.5,3,2,2,1,1
"8035",14,2007,1,"14_2007","14_1",1186,1,"3",300,3,2,2,1,1
"8036",14,2007,1,"14_2007","14_1",1186,1,"3",300,3,2,2,1,1
"156010",14,2007,2,"14_2007","14_2",1186,0,NA,NA,3,2,2,1,1
"5123",14,2007,3,"14_2007","14_3",1186,1,"2",62.5,3,2,2,1,1
"8037",14,2007,3,"14_2007","14_3",1186,1,"3",300,3,2,2,1,1
"156310",14,2007,4,"14_2007","14_4",1186,0,NA,NA,3,2,2,1,1
"156410",14,2007,5,"14_2007","14_5",1186,0,NA,NA,3,2,2,1,1
"58",14,2007,6,"14_2007","14_6",1186,1,"1",12.5,3,2,2,1,1
"59",14,2007,6,"14_2007","14_6",1186,1,"1",12.5,3,2,2,1,1
"60",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"61",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"62",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"63",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"64",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"65",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"66",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"67",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"68",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"69",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"70",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"71",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"72",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"73",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"74",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"75",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"76",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"77",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"78",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"79",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"80",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"81",14,2008,1,"14_2008","14_1",1186,1,"1",12.5,3,1,3,1,1
"5124",14,2008,1,"14_2008","14_1",1186,1,"2",62.5,3,1,3,1,1
"5125",14,2008,1,"14_2008","14_1",1186,1,"2",62.5,3,1,3,1,1
"8038",14,2008,1,"14_2008","14_1",1186,1,"3",300,3,1,3,1,1
"8039",14,2008,1,"14_2008","14_1",1186,1,"3",300,3,1,3,1,1
"8040",14,2008,1,"14_2008","14_1",1186,1,"3",300,3,1,3,1,1
"8041",14,2008,1,"14_2008","14_1",1186,1,"3",300,3,1,3,1,1
"8042",14,2008,1,"14_2008","14_1",1186,1,"3",300,3,1,3,1,1
"82",14,2008,2,"14_2008","14_2",1186,1,"1",12.5,3,1,3,1,1
"83",14,2008,2,"14_2008","14_2",1186,1,"1",12.5,3,1,3,1,1
"5126",14,2008,2,"14_2008","14_2",1186,1,"2",62.5,3,1,3,1,1
"5127",14,2008,3,"14_2008","14_3",1186,1,"2",62.5,3,1,3,1,1
"84",14,2008,4,"14_2008","14_4",1186,1,"1",12.5,3,1,3,1,1
"85",14,2008,4,"14_2008","14_4",1186,1,"1",12.5,3,1,3,1,1
"86",14,2008,5,"14_2008","14_5",1186,1,"1",12.5,3,1,3,1,1
"87",14,2008,5,"14_2008","14_5",1186,1,"1",12.5,3,1,3,1,1
"16042",14,2008,6,"14_2008","14_6",1186,0,NA,NA,3,1,3,1,1
"88",14,2009,1,"14_2009","14_1",1186,1,"1",12.5,3,1,1,1,1
"89",14,2009,1,"14_2009","14_1",1186,1,"1",12.5,3,1,1,1,1
"90",14,2009,1,"14_2009","14_1",1186,1,"1",12.5,3,1,1,1,1
"91",14,2009,1,"14_2009","14_1",1186,1,"1",12.5,3,1,1,1,1
"92",14,2009,1,"14_2009","14_1",1186,1,"1",12.5,3,1,1,1,1
"5128",14,2009,1,"14_2009","14_1",1186,1,"2",62.5,3,1,1,1,1
"5129",14,2009,1,"14_2009","14_1",1186,1,"2",62.5,3,1,1,1,1
"5130",14,2009,1,"14_2009","14_1",1186,1,"2",62.5,3,1,1,1,1
"5131",14,2009,1,"14_2009","14_1",1186,1,"2",62.5,3,1,1,1,1
"5132",14,2009,1,"14_2009","14_1",1186,1,"2",62.5,3,1,1,1,1
"93",14,2009,2,"14_2009","14_2",1186,1,"1",12.5,3,1,1,1,1
"94",14,2009,2,"14_2009","14_2",1186,1,"1",12.5,3,1,1,1,1
"95",14,2009,2,"14_2009","14_2",1186,1,"1",12.5,3,1,1,1,1
"96",14,2009,2,"14_2009","14_2",1186,1,"1",12.5,3,1,1,1,1
"5133",14,2009,2,"14_2009","14_2",1186,1,"2",62.5,3,1,1,1,1
"5134",14,2009,2,"14_2009","14_2",1186,1,"2",62.5,3,1,1,1,1
"16216",14,2009,3,"14_2009","14_3",1186,0,NA,NA,3,1,1,1,1
"16221",14,2009,4,"14_2009","14_4",1186,0,NA,NA,3,1,1,1,1
"97",14,2009,5,"14_2009","14_5",1186,1,"1",12.5,3,1,1,1,1
"162410",14,2009,6,"14_2009","14_6",1186,0,NA,NA,3,1,1,1,1
"98",14,2010,1,"14_2010","14_1",1186,1,"1",12.5,2,1,1,1,1
"99",14,2010,1,"14_2010","14_1",1186,1,"1",12.5,2,1,1,1,1
"100",14,2010,1,"14_2010","14_1",1186,1,"1",12.5,2,1,1,1,1
"101",14,2010,1,"14_2010","14_1",1186,1,"1",12.5,2,1,1,1,1
"102",14,2010,1,"14_2010","14_1",1186,1,"1",12.5,2,1,1,1,1
"103",14,2010,1,"14_2010","14_1",1186,1,"1",12.5,2,1,1,1,1
"104",14,2010,1,"14_2010","14_1",1186,1,"1",12.5,2,1,1,1,1
"5135",14,2010,1,"14_2010","14_1",1186,1,"2",62.5,2,1,1,1,1
"5136",14,2010,1,"14_2010","14_1",1186,1,"2",62.5,2,1,1,1,1
"105",14,2010,2,"14_2010","14_2",1186,1,"1",12.5,2,1,1,1,1
"106",14,2010,2,"14_2010","14_2",1186,1,"1",12.5,2,1,1,1,1
"107",14,2010,2,"14_2010","14_2",1186,1,"1",12.5,2,1,1,1,1
"5137",14,2010,2,"14_2010","14_2",1186,1,"2",62.5,2,1,1,1,1
"5138",14,2010,2,"14_2010","14_2",1186,1,"2",62.5,2,1,1,1,1
"5139",14,2010,2,"14_2010","14_2",1186,1,"2",62.5,2,1,1,1,1
"164010",14,2010,3,"14_2010","14_3",1186,0,NA,NA,2,1,1,1,1
"164110",14,2010,4,"14_2010","14_4",1186,0,NA,NA,2,1,1,1,1
"164210",14,2010,5,"14_2010","14_5",1186,0,NA,NA,2,1,1,1,1
"108",14,2010,6,"14_2010","14_6",1186,1,"1",12.5,2,1,1,1,1
"109",14,2010,6,"14_2010","14_6",1186,1,"1",12.5,2,1,1,1,1
"110",14,2010,6,"14_2010","14_6",1186,1,"1",12.5,2,1,1,1,1
"111",14,2010,6,"14_2010","14_6",1186,1,"1",12.5,2,1,1,1,1
"5140",14,2010,6,"14_2010","14_6",1186,1,"2",62.5,2,1,1,1,1
"112",14,2011,1,"14_2011","14_1",1186,1,"1",12.5,3,1,3,1,1
"113",14,2011,1,"14_2011","14_1",1186,1,"1",12.5,3,1,3,1,1
"5141",14,2011,1,"14_2011","14_1",1186,1,"2",62.5,3,1,3,1,1
"5142",14,2011,1,"14_2011","14_1",1186,1,"2",62.5,3,1,3,1,1
"5143",14,2011,2,"14_2011","14_2",1186,1,"2",62.5,3,1,3,1,1
"5144",14,2011,2,"14_2011","14_2",1186,1,"2",62.5,3,1,3,1,1
"165410",14,2011,3,"14_2011","14_3",1186,0,NA,NA,3,1,3,1,1
"165510",14,2011,4,"14_2011","14_4",1186,0,NA,NA,3,1,3,1,1
"165610",14,2011,5,"14_2011","14_5",1186,0,NA,NA,3,1,3,1,1
"165710",14,2011,6,"14_2011","14_6",1186,0,NA,NA,3,1,3,1,1
"114",14,2012,1,"14_2012","14_1",1186,1,"1",12.5,3,1,1,1,1
"115",14,2012,1,"14_2012","14_1",1186,1,"1",12.5,3,1,1,1,1
"116",14,2012,1,"14_2012","14_1",1186,1,"1",12.5,3,1,1,1,1
"117",14,2012,1,"14_2012","14_1",1186,1,"1",12.5,3,1,1,1,1
"5145",14,2012,1,"14_2012","14_1",1186,1,"2",62.5,3,1,1,1,1
"5146",14,2012,2,"14_2012","14_2",1186,1,"2",62.5,3,1,1,1,1
"5147",14,2012,2,"14_2012","14_2",1186,1,"2",62.5,3,1,1,1,1
"5148",14,2012,3,"14_2012","14_3",1186,1,"2",62.5,3,1,1,1,1
"5149",14,2012,3,"14_2012","14_3",1186,1,"2",62.5,3,1,1,1,1
"16671",14,2012,4,"14_2012","14_4",1186,0,NA,NA,3,1,1,1,1
"16681",14,2012,5,"14_2012","14_5",1186,0,NA,NA,3,1,1,1,1
"16691",14,2012,6,"14_2012","14_6",1186,0,NA,NA,3,1,1,1,1
"118",14,2013,1,"14_2013","14_1",1186,1,"1",12.5,4,1,1,1,1
"119",14,2013,1,"14_2013","14_1",1186,1,"1",12.5,4,1,1,1,1
"120",14,2013,1,"14_2013","14_1",1186,1,"1",12.5,4,1,1,1,1
"121",14,2013,1,"14_2013","14_1",1186,1,"1",12.5,4,1,1,1,1
"122",14,2013,1,"14_2013","14_1",1186,1,"1",12.5,4,1,1,1,1
"123",14,2013,1,"14_2013","14_1",1186,1,"1",12.5,4,1,1,1,1
"5150",14,2013,1,"14_2013","14_1",1186,1,"2",62.5,4,1,1,1,1
"5151",14,2013,1,"14_2013","14_1",1186,1,"2",62.5,4,1,1,1,1
"124",14,2013,2,"14_2013","14_2",1186,1,"1",12.5,4,1,1,1,1
"125",14,2013,2,"14_2013","14_2",1186,1,"1",12.5,4,1,1,1,1
"168010",14,2013,3,"14_2013","14_3",1186,0,NA,NA,4,1,1,1,1
"168110",14,2013,4,"14_2013","14_4",1186,0,NA,NA,4,1,1,1,1
"168210",14,2013,5,"14_2013","14_5",1186,0,NA,NA,4,1,1,1,1
"168310",14,2013,6,"14_2013","14_6",1186,0,NA,NA,4,1,1,1,1
"126",14,2014,1,"14_2014","14_1",1186,1,"1",12.5,3,1,2,1,1
"127",14,2014,1,"14_2014","14_1",1186,1,"1",12.5,3,1,2,1,1
"128",14,2014,1,"14_2014","14_1",1186,1,"1",12.5,3,1,2,1,1
"129",14,2014,1,"14_2014","14_1",1186,1,"1",12.5,3,1,2,1,1
"130",14,2014,1,"14_2014","14_1",1186,1,"1",12.5,3,1,2,1,1
"131",14,2014,1,"14_2014","14_1",1186,1,"1",12.5,3,1,2,1,1
"132",14,2014,1,"14_2014","14_1",1186,1,"1",12.5,3,1,2,1,1
"5152",14,2014,1,"14_2014","14_1",1186,1,"2",62.5,3,1,2,1,1
"5153",14,2014,1,"14_2014","14_1",1186,1,"2",62.5,3,1,2,1,1
"5154",14,2014,1,"14_2014","14_1",1186,1,"2",62.5,3,1,2,1,1
"5155",14,2014,1,"14_2014","14_1",1186,1,"2",62.5,3,1,2,1,1
